qs_new,original_text,trans,final_climate,manifesto_id,year,party,country,language,date,source,is_primary_doc,handbook,partyname,partyabbrev,parfam,pervote,party_id,kw_cc,kw_c,kw_gw,kw_cer,kw_se,any_kw
32956_201803_6249,"Garantire investimenti e volumi produttivi coerenti con il fabbisogno italiano in considerazione di una più efficiente campagna di recupero dei rottami di acciaio di qualità (acciai legati e inox), in maniera sostenibile per l'ambiente, con la prospettiva di giungere in tempi certi lavorazioni ad emissioni zero;","Guarantee investments and production volumes consistent with Italian needs in consideration of a more efficient campaign for the recovery of quality steel scrap (alloy and stainless steel), in an environmentally sustainable manner, with the prospect of achieving production at certain times zero emissions;",1,32956_201803,2018,32956,Italy,italian,201803,MARPOR,TRUE,5,Five Star Movement,M5S,95,32.165,32956,0,0,0,1,1,1
32956_201803_7186,"Nonostante la maggiore efficienza e sostenibilità ambientale del trasporto su rotaia, l’estensione della rete stradale continua ad aumentare di anno in anno, mentre per quella ferroviaria l’aumento è irrisorio e concentrato per lo più su opere faraoniche, spesso su tratte inutili, poco attrattive e molto costose","Despite the greater efficiency and environmental sustainability of rail transport, the extension of the road network continues to increase from year to year, while for the railway network the increase is negligible and mostly concentrated on pharaonic works, often on useless routes, little attractive and very expensive",1,32956_201803,2018,32956,Italy,italian,201803,MARPOR,TRUE,5,Five Star Movement,M5S,95,32.165,32956,0,0,0,0,1,1
32956_201803_1468,"Ultimamente si sta assistendo ad un preoccupante proliferare di richieste di autorizzazione di nuovi forni crematori i quali, pur se equiparabili ad inceneritori nella qualità delle emissioni, non vengono sottoposti allo stesso rigore normativo di questi ultimi a causa della loro capacità di trattamento ridotta.","Lately we have been witnessing a worrying proliferation of requests for authorization of new crematoria which, although comparable to incinerators in terms of the quality of their emissions, are not subjected to the same regulatory rigor as the latter due to their reduced treatment capacity.",1,32956_201803,2018,32956,Italy,italian,201803,MARPOR,TRUE,5,Five Star Movement,M5S,95,32.165,32956,0,0,0,1,0,1
32956_201803_6468,"d) gli oneri generali di sistema, ovvero le prestazioni patrimoniali imposte ai clienti finali, nella forma di addizionali ai corrispettivi di trasmissione e distribuzione, onde consentire il perseguimento di obiettivi di interesse generale quali l'incentivazione della produzione di energia con fonti rinnovabili;","d) general system charges, or financial benefits imposed on end customers, in the form of additional charges to transmission and distribution fees, in order to allow the pursuit of objectives of general interest such as encouraging the production of energy with renewable sources;",1,32956_201803,2018,32956,Italy,italian,201803,MARPOR,TRUE,5,Five Star Movement,M5S,95,32.165,32956,0,0,0,1,0,1
35060_201510_1576,"Implementar a Estratégia Nacional para o Ar (ENAR 2020), em associação com as medidas de mitigação das alterações climáticas (redução de emissões de GEE), para ir ainda mais longe no cumprimento de objetivos e metas exigentes em matéria de emissões e de qualidade do ar, melhorando a qualidade de vida dos cidadãos.","Implement the National Air Strategy (ENAR 2020), in association with climate change mitigation measures (reduction of GHG emissions), to go even further in meeting demanding objectives and targets in terms of emissions and air quality air, improving the quality of life of citizens.",1,35060_201510,2015,35060,Portugal,portuguese,201510,MARPOR,TRUE,5,Portugal Ahead,PàF,60,40.034,35060,0,1,0,1,0,1
35311_201910_0811,"Incentivar sistemas inovadores, apoiando o desenvolvimento de projetos-piloto de demonstração de novas tecnologias como, por exemplo, o aproveitamento de energia cinética em infraestruturas (transportes, águas, ventilação e arrefecimento) ou o armazenamento energético de renováveis (pilha de combustível, bateria).","Encourage innovative systems, supporting the development of pilot projects to demonstrate new technologies, such as, for example, the use of kinetic energy in infrastructures (transport, water, ventilation and cooling) or renewable energy storage (fuel cell, battery) .",1,35311_201910,2019,35311,Portugal,portuguese,201910,MARPOR,TRUE,5,Socialist Party,PS,30,38.195,35311,0,0,0,1,0,1
81032_201112_1123,"To su  prije svega izazovi  energetske  sigurnosti, klimatskih promjena, sigurnosti opskrbe hranom, kao i izazovi uzrokovani migracijama, regionalnim razlikama, diskriminacijom ili isključenošću pojedinih društvenih skupina, te izazovi koji proizlaze iz pograničnog kriminala, posebice krijumčarenja ljudi  i droge.","These are primarily the challenges of energy security, climate change, food security, as well as challenges caused by migration, regional differences, discrimination or exclusion of certain social groups, and challenges arising from border crime, especially human and drug smuggling.",1,81032_201112,2011,81032,Croatia,croatian,201112,MARPOR,TRUE,4,Kukuriku Coalition,Kukuriku,30,40.719,81032,0,1,0,1,0,1
81711_201609_0900,Suvremeno gospodarstvo sve se više oslanja na poslovanje putem elektroničkih komunikacijskih mreža i usluga za koje su potrebne velike brzine pristupa što nije moguće postići bez razvijene širokopojasne infrastrukture nove generacije (NGN/NGA) koja omogućava uvođenje mnogobrojnih e-usluga u javni i privatni sektor.,"The modern economy increasingly relies on doing business through electronic communication networks and services that require high access speeds, which cannot be achieved without a developed broadband infrastructure of the new generation (NGN/NGA), which enables the introduction of numerous e-services in the public and private sector.",0,81711_201609,2016,81711,Croatia,croatian,201609,MARPOR,TRUE,5,Croatian Democratic Union,HDZ,70,32.911,81711,0,0,0,0,0,0
97322_201806_1027,"Pomen zavarovalstva se bo, po pričakovanjih mnogih strokovnjakov, v naslednjih letih še okrepil predvsem zaradi podnebnih sprememb in z njimi povezanih vremenskih in drugih nevšečnostih ter demografskih sprememb in staranja prebivalstva, ki imajo neposreden vpliv na stroške pokojnin, zdravstva in dolgotrajne oskrbe.","According to the expectations of many experts, the importance of insurance will increase in the coming years, mainly due to climate change and related weather and other inconveniences, as well as demographic changes and the aging of the population, which have a direct impact on the costs of pensions, healthcare and long-term care.",1,97322_201806,2018,97322,Slovenia,slovenian,201806,MARPOR,TRUE,5,Social Democratic Party,SD,30,9.934,97322,0,1,0,1,0,1
80710_201305_1251,"Несъобразеност с климатичните и екологични условия, застрояване на алтернативни източници на енергия (ветро- и соларни паркове, микровецове и производство на енергия на растителна основа - рапица, репко, мискантус, отпадъци от горскостопански и земеделски култури) и конфликти с опазване на биологичното разнообразие.","Non-compliance with climatic and ecological conditions, construction of alternative energy sources (wind and solar parks, microvets and plant-based energy production - rapeseed, turnip, miscanthus, waste from forestry and agricultural crops) and conflicts with the protection of biological diversity.",1,80710_201305,2013,80710,Bulgaria,bulgarian,201305,MARPOR,TRUE,4,National Union Attack,ATAKA,70,7.298,80710,0,1,0,1,0,1
32956_201803_4249,"Tale accordo, non vincolante, fissa l'obiettivo di mantenere il riscaldamento globale Зben al di sotto dei 2 ЎCИ e sollecita sforzi per centrare lХobiettivo di 1,5 ЎC, ma non prevede obiettivi in termini di riduzione delle emissioni di gas climalteranti, rinviando tale essenziale passaggio ad un accordo successivo 26","This non-binding agreement sets the objective of keeping global warming well below 2 ЎCИ and urges efforts to achieve the 1.5 ЎC objective, but does not provide objectives in terms of reducing emissions of climate-altering gases, postponing this essential transition to a subsequent agreement 26",1,32956_201803,2018,32956,Italy,italian,201803,MARPOR,TRUE,5,Five Star Movement,M5S,95,32.165,32956,1,1,1,1,0,1
51421_201912_0086,"The national humiliation of Brexit puts so much at risk – the NHS, public services, jobs across the country, scientific collaboration, peace in Northern Ireland, the unity of the UK, our ability to tackle global crises such as climate change and our global reputation as a country that is confident and outward-facing.",,1,51421_201912,2019,51421,United Kingdom,english,201912,MARPOR,TRUE,5,Liberal Democrats,LibDems,40,11.537,51421,1,1,0,1,0,1
88320_202010_1106,"Mūsų vykdoma politika orientuota į aplinkai draugiško, inovatyvaus transporto kūrimą, kuris atitiktų gyventojų ir verslo lūkesčius bei tuo pačiu mažintų sveikatai žalingus veiksmus, gerintų aplinkos kokybę ir gamtos išteklių naudojimo darną, švelnintų Lietuvos poveikį klimato kaitai ir didintų atsparumą jos poveikiui.","Our policy is focused on the creation of environmentally friendly, innovative transport that meets the expectations of residents and businesses and at the same time reduces actions harmful to health, improves the quality of the environment and the sustainable use of natural resources, mitigates Lithuania's impact on climate change and increases resistance to its effects.",1,88320_202010,2020,88320,Lithuania,lithuanian,202010,MARPOR,TRUE,5,Lithuanian Social Democratic Party,LSDP,30,9.584751063,88320,0,1,0,1,1,1
14820_201904_1783,"Samaan aikaan hiilijalanjälkeä lisäävä massasiirtolaisuus tulee lopettaa, koska ei ole sen enempää lähtömaiden kuin Euroopan maiden kannalta järkevää, että kehitysmaiden väestö siirtyy Eurooppaan laajamittaisesti sosiaaliturvan varaan tai hanttihommiin sen sijaan, että osallistuisi kotimaansa ongelmien ratkaisemiseen.","At the same time, mass immigration, which increases the carbon footprint, must be stopped, because it does not make sense for the countries of origin or for the countries of Europe that the population of developing countries moves to Europe on a large scale to rely on social security or to do odd jobs instead of participating in solving the problems of their home country.",1,14820_201904,2019,14820,Finland,finnish,201904,MARPOR,TRUE,5,True Finns,PS,70,17.483,14820,0,0,0,0,0,0
92436_201110_2990,"Założenie, że proponowane inwestycje będą w ok. 80% finansowane ze źródeł zewnętrznych, oznacza, iż konieczne są rozwiązania służące udrożnieniu przepły-wu kapitału, zwłaszcza umożliwienie dokonywania se-kurytyzacji, wprowadzenie instytucji długu gruntowe-go i umożliwienie bankom uniwersalnym emisji listów zastawnych.","The assumption that the proposed investments will be financed in approximately 80% from external sources means that solutions are necessary to facilitate the flow of capital, in particular enabling securitization, introducing the institution of land debt and enabling universal banks to issue covered bonds.",0,92436_201110,2011,92436,Poland,polish,201110,MARPOR,TRUE,4,Law and Justice,PiS,60,29.89,92436,0,0,0,1,0,1
51421_199204_0155,"Carbon  dioxide emissions - the main source of global warming - increased in the UK from 525 million  tonnes in 1986 to 530 million in 1989.: 2 The UK produces more sulphur dioxide, the main  cause of acid rain, than any other EC member, but is only now beginning to install  pollution-control devices to power stations.",,1,51421_199204,1992,51421,United Kingdom,english,199204,,,,Liberal Democrats,,,,,1,0,1,1,0,1
21111_200706_0134,"La production d’électricité par la fission nucléaire, audelà du fait qu’elle n’apporte pas de solution au réchauffement climatique et qu’elle ne représente qu’une dizaine de pourcents de l’énergie consommée en Belgique, comporte des risques et engendre des coûts bien trop importants pour être poursuivie et généralisée.","The production of electricity by nuclear fission, beyond the fact that it does not provide a solution to global warming and that it only represents around ten percent of the energy consumed in Belgium, involves risks and generates costs far too high to be continued and generalized.",1,21111_200706,2007,21111,Belgium,french,200706,MARPOR,TRUE,3,Ecologists,ECOLO,10,5.102,21111,1,1,1,1,0,1
53520_201602_0403,"We strongly supported the Paris Climate Conference (COP21) in December 2015, where Ireland, in partnership with 195 countries, adopted the first ever universal global climate deal, which sets out a global action plan to put the world on track to avoid dangerous climate change by limiting global warming to well below 2°C.",,1,53520_201602,2016,53520,Ireland,english,201602,MARPOR,TRUE,5,Family of the Irish,,50,25.516,53520,1,1,1,1,0,1
96725_201603_0390,"Vzniká tak emisno – imisný paradox: čím menej znečisťujúcich látok do ovzdušia vypúšťajú stredné a veľké zdroje z podnikateľských subjektov, tým viac nám narastá v určitých parametroch znečistenie vonkajšieho ovzdušia (napríklad: tuhé častice PM10, PM2,5, TOC, CO a iné), čo sa prejavuje hlavne počas vykurovacieho obdobia.","This creates an emission-immission paradox: the less pollutants are released into the air by medium and large sources from business entities, the more our outdoor air pollution increases in certain parameters (for example: solid particles PM10, PM2.5, TOC, CO and others). which manifests itself mainly during the heating period.",0,96725_201603,2016,96725,Slovakia,slovak,201603,MARPOR,TRUE,5,We Are Family,,70,6.629,96725,0,0,0,1,0,1
21522_201006_6890,"Encourager la Commission européenne à respecter ses engagements en ce qui concerne les dérogations à l’interdiction de l’amiante au sein de l’UE, à savoir abolir dès maintenant les dérogations relatives à l’utilisation d’amiante dans les installations d’électrolyse qui ont recours à des diaphragmes contenant de l’amiante ;","Encourage the European Commission to respect its commitments regarding exemptions from the ban on asbestos in the EU, namely to abolish exemptions relating to the use of asbestos in electrolysis plants immediately who use diaphragms containing asbestos;",0,21522_201006,2010,21522,Belgium,french,201006,MARPOR,TRUE,3,Humanist Democratic Centre,cdH,50,5.522,21522,0,0,0,0,0,0
35313_201106_0917,"Por outro lado, qualquer política energética, face aos longos ciclos de investimento do sector, terá de ponderar de forma bastante exaustiva as tendências futuras das várias tecnologias, os custos dos vários factores de produção (petróleo, gás natural, carvão, e CO2) e os custos inerentes às várias tecnologias disponíveis.","On the other hand, any energy policy, given the sector's long investment cycles, will have to consider in a very exhaustive way the future trends of the various technologies, the costs of the various production factors (oil, natural gas, coal, and CO2) and the costs inherent to the various technologies available.",1,35313_201106,2011,35313,Portugal,portuguese,201106,MARPOR,TRUE,4,Social Democratic Party,PSD,60,40.306,35313,0,0,0,0,0,0
96620_201603_1041,"Pri devastačnej ťažbe nebezpečných nerastných surovín štát s výnimkou rádioaktívnych látok neprihliada na oprávnené obavy občanov, preto upravíme príslušné zákony tak, aby bolo možné život a zdravie ohrozujúcu ťažbu surovín (vrátanie prieskumných vrtov) vykonávať len na základe súhlasného referenda občanov dotknutých obcí.","With the devastating extraction of dangerous mineral raw materials, the state, with the exception of radioactive substances, does not take into account the legitimate concerns of citizens, therefore we will amend the relevant laws so that life and health-threatening extraction of raw materials (including exploratory wells) can be carried out only on the basis of a consent referendum of the citizens of the affected municipalities.",0,96620_201603,2016,96620,Slovakia,slovak,201603,MARPOR,TRUE,5,Ordinary People and Independent Personalities,OľaNO,60,11.029,96620,0,0,0,0,0,0
34213_201205_0778,"Μεγάλη προτεραιότητα δίνεται στους άξονες χρήσης ανανεώσιμων ενεργειακών πόρων και αντιμετώπισης της κλιματικής αλλαγής. Πλέον οι κοινοτικοί πόροι για έργα υποδομών θα είναι μειωμένοι, γεγονός που σημαίνει ότι θα πρέπει να βρεθούν άλλα χρηματοδοτικά εργαλεία για την ολοκλήρωση τους. Οι Προτάσεις της Δημοκρατικής Αριστεράς:","High priority is given to the axes of using renewable energy resources and dealing with climate change. Community resources for infrastructure projects will now be reduced, which means that other financial tools will have to be found to complete them. The Proposals of the Democratic Left:",1,34213_201205,2012,34213,Greece,greek,201205,MARPOR,TRUE,5,Democratic Left,DIMAR,20,6.106,34213,0,0,0,1,0,1
83611_201503_0161,"Selleks on esmatähtis parem ligipääs kiirele internetiühendusele, finantsturgude arendamine kapitali kättesaadavuse parandamiseks, Eesti ettevõtete ja ülikoolide koostöös keerulisemate toodete ja teenuste arendamine ning nende patentidega kaitsmine, samuti CO2 emissioonide vähendamine ja taastuvenergia tootmise laiendamine.","To this end, better access to high-speed internet connection, development of financial markets to improve the availability of capital, development of more complex products and services in cooperation between Estonian companies and universities and their protection with patents, as well as reduction of CO2 emissions and expansion of renewable energy production are of primary importance.",1,83611_201503,2015,83611,Estonia,estonian,201503,MARPOR,TRUE,5,Pro Patria and Res Publica Union,IRL,60,13.7,83611,0,0,0,1,0,1
13420_200711_0141,"Det betyder bl.a. oprettelse af et nyt statsligt finansieret program for udvikling og demonstration af energiteknologi, videreudvikling af de danske styrkepositioner inden for: 2. generations-biobrændstoffer til transport, fremtidens store og højeffektive vindmøller, effektive lavenergibygninger og brint- og brændselsceller.","This means, among other things, creation of a new state-funded program for the development and demonstration of energy technology, further development of the Danish positions of strength within: 2nd generation biofuels for transport, the large and highly efficient wind turbines of the future, efficient low-energy buildings and hydrogen and fuel cells.",1,13420_200711,2007,13420,Denmark,danish,200711,MARPOR,TRUE,3,Liberals,V,40,26.26,13420,0,0,0,0,0,0
21521_201405_4368,"Zo  spoedig mogelijk een billijke overeenkomst over de verdeling van de Belgische klimaatinspanningen tussen de drie gewesten en de federale overheid: de CO2-reductie, de doelstellingen voor hernieuwbare energie, de opbrengsten van de emissiehandel en de bijdragen voor internationale klimaatfinanciering komen daarin aan bod.","An equitable agreement as soon as possible on the distribution of Belgian climate efforts between the three regions and the federal government: CO2 reduction, renewable energy targets, emissions trading proceeds and contributions for international climate financing are discussed.",1,21521_201405,2014,21521,Belgium,dutch,201405,MARPOR,TRUE,5,Christian Democratic and Flemish,CD&V,50,11.61,21521,0,1,0,1,0,1
21522_201006_7317,"Les habitants de la planète doivent impérativement réduire leurs émissions de carbone de 25 à 40 % d’ici 2050 afin de pouvoir limiter le réchauffement climatique à 2 °C et d’éviter les conséquences catastrophiques des dérèglements climatiques pour la vie sur terre, le développement socio-économique, et la production agricole.","The inhabitants of the planet must absolutely reduce their carbon emissions by 25 to 40% by 2050 in order to limit global warming to 2°C and avoid the catastrophic consequences of climate change for life on earth and development. socio-economic, and agricultural production.",1,21522_201006,2010,21522,Belgium,french,201006,MARPOR,TRUE,3,Humanist Democratic Centre,cdH,50,5.522,21522,1,1,1,1,0,1
33610_201606_0351,"Invertiremos, a través del Fondo Nacional de Eficiencia Energética y otros mecanismos, más de 1.800 millones de euros en los próximos 4 años y realizaremos acciones que permitirán cumplir con los objetivos de ahorro energético a 2020, lo que supondrá un ahorro equivalente al consumo de los hogares españoles durante todo un año.","We will invest, through the National Energy Efficiency Fund and other mechanisms, more than 1,800 million euros in the next 4 years and we will carry out actions that will allow us to meet the energy savings objectives for 2020, which will mean savings equivalent to the consumption of the Spanish homes for a whole year.",1,33610_201606,2016,33610,Spain,spanish,201606,MARPOR,TRUE,5,People's Party,PP,60,33.015,33610,0,0,0,0,0,0
96521_201203_0730,"Preto budeme presadzovať medzinárodnú environmentálnu zodpovednosť v rámci organizácií, ktorých je Slovenská republika členom, ale rovnako aj zdôrazňovať hodnotu našej krajiny v európskom priestore, ako významného zachycovača emisií, krajiny s vysokou lesnatosťou a budeme sa usilovať profitovať na výhodách z toho vyplývajúcich.","Therefore, we will promote international environmental responsibility within the organizations of which the Slovak Republic is a member, but also emphasize the value of our country in the European space, as an important emitter of emissions, a country with a high forest cover, and we will strive to profit from the benefits resulting from this.",1,96521_201203,2012,96521,Slovakia,slovak,201203,MARPOR,TRUE,4,Christian Democratic Movement,KDH,50,8.825,96521,0,0,0,1,0,1
34313_200403_2082,"Οι κυριότεροι στόχοι μας στην κατεύθυνση της ενσωμάτωσης της περιβαλλοντικής διάστασης στον τομέα των μεταφορών συνδυάζονται με στόχους για τη μείωση των ατμοσφαιρικών ρύπων και με το Εθνικό Πρόγραμμα για τη Μείωση των Εκπομπών Φαινομένου του Θερμοκηπίου, καθώς επίσης και με το γενικότερο στόχο της βελτίωσης της ποιότητας ζωής.","Our main objectives in the direction of the integration of the environmental dimension in the transport sector are combined with objectives for the reduction of atmospheric pollutants and with the National Program for the Reduction of Greenhouse Effect Emissions, as well as with the general objective of improving the quality of life .",1,34313_200403,2004,34313,Greece,greek,200403,MARPOR,TRUE,3,Panhellenic Socialist Movement,PASOK,30,40.548,34313,0,0,0,1,0,1
35211_201910_1047,"Outra negociação conduzida pelo governo foi com o FMI:  ao antecipar o pagamento desta dívida o que se justificava considerando o juro elevado que envolvia -, o governo aceitou condições prejudiciais, como submeter próximas emissões de obrigações a prazos alargados, em vez de beneficiar dos juros negativos em prazos mais curtos.","Another negotiation conducted by the government was with the IMF: by anticipating the payment of this debt, which was justified considering the high interest it involved, the government accepted harmful conditions, such as subjecting future bond issues to longer terms, instead of benefiting from the interest. negative in shorter time frames.",0,35211_201910,2019,35211,Portugal,portuguese,201910,MARPOR,TRUE,5,Left Bloc,BE,20,10.009,35211,0,0,0,1,0,1
92436_201110_3801,"W sprawie katastrofy smoleńskiej rząd utworzony przez Prawo i Sprawiedliwość podejmie wszelkie ko-nieczne działania – zarówno w relacjach z Rosją, jak i na arenie międzynarodowej – aby doprowadzić do rzetelnego i wszechstronnego wyjaśnienia przyczyn tej tragedii, niemającej precedensu w nowoczesnych dziejach politycznych świata.","In the case of the Smolensk disaster, the government formed by Law and Justice will take all necessary actions - both in relations with Russia and in the international arena - to lead to a reliable and comprehensive explanation of the causes of this tragedy, which has no precedent in the modern political history of the world.",0,92436_201110,2011,92436,Poland,polish,201110,MARPOR,TRUE,4,Law and Justice,PiS,60,29.89,92436,0,0,0,0,0,0
93951_200811_0305,"În spiritul unor documente şi legi, precum Declaraţia Europeană a Drepturilor Omului, Constituţia României, Carta Limbilor Regionale sau Minoritare, Declaraţia Uniunii Internaţionale a Jurnaliştilor, Acordul internaţional referitor la televiziuni cu raza de emisie peste hotare, UDMR susţine ferm libertatea cuvântului şi a presei,","In the spirit of documents and laws, such as the European Declaration of Human Rights, the Constitution of Romania, the Charter of Regional or Minority Languages, the Declaration of the International Union of Journalists, the International Agreement on Television Broadcasting Abroad, UDMR firmly supports freedom of speech and the press,",0,93951_200811,2008,93951,Romania,romanian,200811,MARPOR,TRUE,3,Hungarian Democratic Alliance of Romania,UDMR/RMDSz,90,6.2,93951,0,0,0,1,0,1
41521_200509_0163,"Wir eröffnen den technologischen Spitzenfeldern der Zukunft in Deutschland die besten Entwicklungschancen: Bio- und Gentechnologie, Materialforschung, Medizintechnik und Optik, Nanotechnologie, Mechatronik und Verkehrstechnologie, Luft- und Raumfahrttechnik, Informations- und Kommunikationstechnologie, Energie- und Umwelttechnik.","We open up the best development opportunities for the leading technological fields of the future in Germany: bio- and genetic technology, materials research, medical technology and optics, nanotechnology, mechatronics and transport technology, aerospace technology, information and communication technology, energy and environmental technology.",1,41521_200509,2005,41521,Germany,german,200509,MARPOR,TRUE,2,Christian Democratic Union/Christian Social Union,CDU/CSU,50,35.17,41521,0,0,0,0,1,1
81460_201609_0180,5.  Smanjenje zaduženosti -Smanjenje zaduženosti građana s 42% BDP-a na razinu prosjeka (33%) u bivšim tranzicijskim zemljama omogućit će građanima lakši život i poboljšati njihova ekonomska očekivanja (zapošljavanje i životni standard) zbog čega će se opća klima promijeniti i pružiti potporu dugoročnom i održivom ekonomskom rastu,"5. Reduction of indebtedness -Reducing the indebtedness of citizens from 42% of GDP to the average level (33%) in former transition countries will enable citizens to live easier and improve their economic expectations (employment and standard of living), due to which the general climate will change and provide support for long-term and sustainable economic growth",0,81460_201609,2016,81460,Croatia,croatian,201609,MARPOR,TRUE,5,Bridge of Independent Lists,MOST,40,9.648,81460,0,1,0,1,1,1
21111_200706_5052,"l’incapacité du système à apporter des solutions à une série de défis essentiels de notre temps (réchauffement climatique, augmentation des inégalités et de la pauvreté, crise de l’emploi, …)et les déficits avérés, à plusieurs niveaux, dans la gestion du bien public interrogent la qualité des institutions et de l’appareil d’Etat ;","the inability of the system to provide solutions to a series of essential challenges of our time (global warming, increase in inequalities and poverty, employment crisis, etc.) and the proven deficits, at several levels, in management of the public good question the quality of institutions and the state apparatus;",1,21111_200706,2007,21111,Belgium,french,200706,MARPOR,TRUE,3,Ecologists,ECOLO,10,5.102,21111,1,1,1,1,0,1
35311_201510_2137,"Se aproveitarmos o potencial endógeno das fontes renováveis de energia, se adotarmos exigentes padrões de eficiência energética, se promovermos uma mobilidade susten-tável e se apostarmos, desde já, nas tecnologias limpas que permi-tem tudo isto, estaremos certamente em melhores condições para competir no mercado global de amanhã.","If we take advantage of the endogenous potential of renewable energy sources, if we adopt demanding energy efficiency standards, if we promote sustainable mobility and if we invest, from now on, on clean technologies that allow all of this, we will certainly be in better conditions to compete in the global market of tomorrow.",1,35311_201510,2015,35311,Portugal,portuguese,201510,MARPOR,TRUE,5,Socialist Party,PS,30,33.568,35311,0,0,0,1,0,1
83410_201503_0630,"Selleks, et stimuleerida jäätmete sorteerimist ja keskkonnahoidlikumaid jäätmekäitlusviise ning tagada kohalikele omavalitsustele jäätmehoolduse korraldamiseks püsivam rahastus, töötame uue keskkonnatasude raamkava koostamise käigus välja Euroopa Liidu jäätmehierarhiast sõltuva jäätmekäitluse keskkonnatasudega maksustamise mudeli.","In order to stimulate waste sorting and more environmentally friendly ways of waste management and to ensure more permanent funding for local governments to organize waste management, we are developing a model for taxing waste management with environmental fees depending on the waste hierarchy of the European Union during the preparation of the new framework plan for environmental fees.",1,83410_201503,2015,83410,Estonia,estonian,201503,MARPOR,TRUE,5,Social Democratic Party,SDE,30,15.186,83410,0,0,0,0,1,1
96423_201203_0660,"Prechod  na nové trvalo udržateľné sociálne, trhové, inteligentnejšie a ekologickejšie hospodárstvo musí byť založený na inovačných postupoch, lepšom využívaní zdrojov a na znalostiach a musí byť sprevádzaný vytváraním nových pracovných príležitostí, bojom proti rastúcej nezamestnanosti a bojom proti chudobe a sociálnemu vylúčeniu.","The transition to a new sustainable social, market, smarter and more ecological economy must be based on innovative practices, better use of resources and knowledge and must be accompanied by the creation of new job opportunities, the fight against growing unemployment and the fight against poverty and social exclusion.",0,96423_201203,2012,96423,Slovakia,slovak,201203,MARPOR,TRUE,4,Direction-Social Democracy,Smer,30,44.417,96423,0,0,0,0,1,1
35120_201910_2041,"Os impactos das alterações climáticas, visíveis e comprovados pelo último relatório do IPCC (Intergovernmental Panel on Climate Change), compele-nos a equacionar modos mais eficazes e céleres de cooperação civil, política, e mesmo militar, pois os efeitos potencialmente devastadores de fenómenos extremos são hoje uma crua realidade.","The impacts of climate change, visible and proven by the latest IPCC (Intergovernmental Panel on Climate Change) report, compel us to consider more effective and rapid forms of civil, political, and even military cooperation, as the potentially devastating effects of extreme phenomena are today a harsh reality.",1,35120_201910,2019,35120,Portugal,portuguese,201910,MARPOR,TRUE,5,People-Animals-Nature,PAN,,3.493,35120,1,1,0,1,0,1
34313_200709_0833,"Προστασία όλων των αξιόλογων αρχιτεκτονικά και πολεοδοµικά οικισµών και οικιστικών συνόλων µε την θεσµοθέτηση µορφολογικών όρων και κανόνων δόµησης µε προτεραιότητα στη συντήρηση των δηµόσιων υποδοµών και την σταδιακή υπογειοποίηση των ηλεκτρικών δικτύων στα νησιά, τους παραδοσιακούς οικισµούς και τα τοπία ιδιαιτέρου φυσικού κάλλους.","Protection of all architecturally and urban-planningly significant settlements and residential complexes by establishing morphological conditions and building rules with priority on the maintenance of public infrastructure and the gradual undergrounding of electrical networks on the islands, traditional settlements and landscapes of particular natural beauty.",0,34313_200709,2007,34313,Greece,greek,200709,MARPOR,TRUE,4,Panhellenic Socialist Movement,PASOK,30,38.097,34313,0,0,0,0,0,0
81032_202007_0681,"▪ojačati sustav državnih jamstava za kredite za financiranje strateških ulaganja u promjenu proizvodne strukture gospodarstva prema proizvodnim industrijama posebice u digitalne tehnologije, ITC sektor, farmaceutsku i imunološku proizvodnju, poljoprivredni i prehrambeni sektor, opremu za obnovljive izvore energije i kružno gospodarstvo","▪strengthen the system of state guarantees for loans to finance strategic investments in changing the production structure of the economy towards manufacturing industries, especially in digital technologies, the ITC sector, pharmaceutical and immune production, the agricultural and food sector, equipment for renewable energy sources and the circular economy",1,81032_202007,2020,81032,Croatia,croatian,202007,MARPOR,TRUE,5,Restart Coalition,,30,24.874,81032,0,0,0,1,0,1
35313_201910_0785,"Reforçar as competências e a capacitação das Administrações de Região Hidrográfica para uma maior dinâmica de intervenção ao nível das bacias hidrográficas, sobretudo no que se refere ao planeamento, ordenamento, aproveitamento e monitorização das águas e dos seus usos, aumentando a sua capacidade de apreciação técnica e de supervisão;","Strengthen the skills and capacity building of Hydrographic Region Administrations for a greater dynamic of intervention at the level of river basins, especially with regard to planning, ordering, exploitation and monitoring of waters and their uses, increasing their capacity for technical appreciation and supervision;",0,35313_201910,2019,35313,Portugal,portuguese,201910,MARPOR,TRUE,5,Social Democratic Party,PSD,60,29.18,35313,0,0,0,0,0,0
35211_201910_1048,"Assim, beneficiando sobretudo do programa de emissão monetária pelo BCE desde 2016 e se não surgirem novas dificuldades, a gestão de dívida que o governo tem seguido poderá permitir uma ligeira redução do valor presente da dívida pública e da externa para 100% e 79% do PIB (a partir dos valores presentes de 11,8% e 84%, respetivamente).","Therefore, benefiting mainly from the ECB's monetary issuance program since 2016 and if no new difficulties arise, the debt management that the government has followed could allow a slight reduction in the present value of public and external debt to 100% and 79% of the GDP (from present values ​​of 11.8% and 84%, respectively).",0,35211_201910,2019,35211,Portugal,portuguese,201910,MARPOR,TRUE,5,Left Bloc,BE,20,10.009,35211,0,0,0,1,0,1
