manifesto_id,lowe_rile,edate,partyabbrev,parfam_meta,candidatename,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,corpusversion,total,peruncod,416_meta_perc,501_meta_perc,rile,planeco,markeco,welfare,intpeace,datasetversion,country,language,partyname,parfam_name,party,parfam_fixed,year,date,501_raw,416_raw,final_broad,final_broad_perc,501_meta_dec,416_meta_dec,std_rile,std_lowe_rile,std_diff_rile
82530_201005,0.1528076816382562,29/05/2010,TOP09,50,,3,2011.0,0.83,,16.71,0.0,,41,200,1,2023-1,669,0.897,0.598,7.175,7.773,3.737,6.428,6.278,0.0,2023a,Czech Republic,czech,"Tradition, Responsibility, Prosperity 09",CHR,82530,50,2010,201005,0.06428571429,0.002857142857,0.06428571429,6.428571429,0.07175,0.00598,0.6546905458346084,0.8448743651591425,-0.1901838193245341
82952_201005,-0.09761534798382687,29/05/2010,VV,90,,3,2011.0,0.83,,10.88,0.0,,24,200,1,2023-1,843,0.712,0.119,5.219,0.83,3.677,3.559,6.05,1.423,2023a,Czech Republic,czech,Public Affairs,ETH,82952,90,2010,201005,0.04971098266,0.001156069364,0.02658959538,2.658959538,0.05219,0.00119,0.2974678734455803,0.524613014827772,-0.22714514138219172
82110_201310,-1.4651286428734096,26/10/2013,SZ,10,,4,2014.0,0.838,0.426,3.2,0.0,,0,200,1,2023-1,443,0.0,0.0,17.607,-30.248,11.964,0.677,16.253,0.677,2023a,Czech Republic,czech,Green Party,ECO,82110,10,2013,201310,0.1751662971,0.0022172949,0.09534368071,9.534368071,0.17607,0.0,-1.3015190504354823,-1.2242742783192415,-0.07724477211624081
82220_201310,-1.2071096361836897,26/10/2013,KSČM,20,,4,2014.0,0.838,0.426,14.91,0.0,,33,200,1,2023-1,266,0.0,1.128,7.519,-34.962,13.91,0.0,17.293,4.135,2023a,Czech Republic,czech,Communist Party of Bohemia and Moravia,LEF,82220,20,2013,201310,0.07777777778,0.01481481481,0.03703703704,3.703703704,0.07519,0.01128,-1.5440579641099572,-0.8942985743342208,-0.6497593897757364
82320_201310,-1.5440852641496008,26/10/2013,ČSSD,30,,4,2014.0,0.838,0.426,20.459,0.0,,50,200,1,2023-1,430,0.0,0.465,16.047,-26.279,6.512,0.233,16.047,0.0,2023a,Czech Republic,czech,Czech Social Democratic Party,SOC,82320,30,2013,201310,0.1578947368,0.004576659039,0.06864988558,6.864988558,0.16047,0.00465,-1.097310957865692,-1.325250431293975,0.2279394734282829
82413_201310,-0.14409404002788673,26/10/2013,ODS,60,,4,2014.0,0.838,0.426,7.73,0.0,,16,200,1,2023-1,596,0.0,0.0,3.356,6.376,8.221,6.376,9.732,0.336,2023a,Czech Republic,czech,Civic Democratic Party,CON,82413,60,2013,201310,0.03352769679,0.0,0.03644314869,3.644314869,0.03356,0.0,0.5828138249175017,0.46517228088996215,0.11764154402753951
82430_201310,-0.6812639869777142,26/10/2013,ANO,40,,4,2014.0,0.838,0.426,18.657,0.0,,47,200,1,2023-1,724,0.0,0.138,3.867,-9.945,6.077,0.967,8.702,0.138,2023a,Czech Republic,czech,ANO 2011,LIB,82430,40,2013,201310,0.03673469388,0.0,0.0380952381,3.80952381,0.03867,0.00138,-0.25691413649130274,-0.2218043634993436,-0.03510977299195914
82523_201310,-0.9494188037495697,26/10/2013,KDU-ČSL,50,,4,2014.0,0.838,0.426,6.78,0.0,,14,200,1,2023-1,334,0.0,0.0,6.287,-23.054,11.078,0.898,11.677,0.299,2023a,Czech Republic,czech,Christian and Democratic Union - Czech People's Party,CHR,82523,50,2013,201310,0.0539083558,0.0,0.08355795148,8.355795148,0.06287,0.0,-0.9313822356340032,-0.5647425662949004,-0.36663966933910286
82530_201310,-0.5655553282242556,26/10/2013,TOP09,50,,4,2014.0,0.838,0.426,11.999,0.0,,26,200,1,2023-1,598,1.003,0.0,6.355,-11.371,5.017,4.682,11.873,0.167,2023a,Czech Republic,czech,"Tradition, Responsibility, Prosperity 09",CHR,82530,50,2013,201310,0.06041335453,0.0,0.01589825119,1.589825119,0.06355,0.0,-0.3302829296393301,-0.07382671402621946,-0.2564562156131106
82720_201310,-0.10737492226980194,26/10/2013,Úsvit,70,,4,2014.0,0.838,0.426,6.888,0.0,,14,200,1,2023-1,291,0.344,0.0,0.0,5.498,5.842,4.124,7.216,0.0,2023a,Czech Republic,czech,Tomio Okamura's Dawn of Direct Democracy,NAT,82720,70,2013,201310,0.0,0.0,0.04262295082,4.262295082,0.0,0.0,0.5376400518572155,0.5121316769723735,0.025508374884842033
82220_201710,-1.3745624921748814,21/10/2017,KSČM,20,,5,2018.0,0.821,0.691,7.768,0.0,,15,200,1,2023-1,383,0.0,4.178,2.872,-40.209,9.399,0.261,20.888,3.916,2023a,Czech Republic,czech,Communist Party of Bohemia and Moravia,LEF,82220,20,2017,201710,0.02933333333,0.04,0.03733333333,3.733333333,0.02872,0.04178,-1.8140201363734212,-1.1084509143067678,-0.7055692220666534
82320_201710,-1.2918252235432073,21/10/2017,ČSSD,30,,5,2018.0,0.821,0.691,7.278,0.0,,15,200,1,2023-1,580,0.0,2.759,1.897,-36.552,14.483,0.345,24.483,0.517,2023a,Czech Republic,czech,Czech Social Democratic Party,SOC,82320,30,2017,201710,0.01567944251,0.02787456446,0.02787456446,2.787456446,0.01897,0.02759,-1.6258646829776735,-1.002639761815333,-0.6232249211623404
82413_201710,-0.11477890534571333,21/10/2017,ODS,60,,5,2018.0,0.821,0.691,11.322,0.0,,25,200,1,2023-1,366,0.82,4.098,3.825,2.186,3.279,9.016,9.29,0.0,2023a,Czech Republic,czech,Civic Democratic Party,CON,82413,60,2017,201710,0.03921568627,0.03641456583,0.03641456583,3.641456583,0.03825,0.04098,0.3672351129327648,0.5026628608602914,-0.13542774792752665
82430_201710,-0.766894611978457,21/10/2017,ANO,40,,5,2018.0,0.821,0.691,29.642,0.0,,78,200,1,2023-1,1156,0.692,1.384,2.076,-13.668,10.208,1.384,10.813,0.433,2023a,Czech Republic,czech,ANO 2011,LIB,82430,40,2017,201710,0.02057245081,0.01431127013,0.02415026834,2.415026834,0.02076,0.01384,-0.4484653404815593,-0.33131577558409997,-0.11714956489745931
82523_201710,-1.1790695198567098,21/10/2017,KDU-ČSL,50,,5,2018.0,0.821,0.691,5.802,0.0,,10,200,1,2023-1,389,0.257,4.113,2.828,-21.337,5.913,1.028,14.91,0.0,2023a,Czech Republic,czech,Christian and Democratic Union - Czech People's Party,CHR,82523,50,2017,201710,0.02972972973,0.04324324324,0.03243243243,3.243243243,0.02828,0.04113,-0.8430412694101863,-0.8584385916006864,0.015397322190500051
82530_201710,-0.36796740712455556,21/10/2017,TOP09,50,,5,2018.0,0.821,0.691,5.312,0.0,,7,200,1,2023-1,1100,0.455,2.091,1.909,-6.0,6.0,2.182,10.273,0.455,2023a,Czech Republic,czech,"Tradition, Responsibility, Prosperity 09",CHR,82530,50,2017,201710,0.0177238806,0.01865671642,0.04104477612,4.104477612,0.01909,0.02091,-0.05394086231951585,0.1788647996738368,-0.23280566199335267
82610_201710,-1.16713243512317,21/10/2017,STAN,60,,5,2018.0,0.821,0.691,5.18,0.0,,6,200,1,2023-1,1045,0.096,2.488,3.636,-22.679,5.359,1.435,8.708,0.191,2023a,Czech Republic,czech,Mayors and Independents,CON,82610,60,2017,201710,0.03638151426,0.02261553589,0.05014749263,5.014749263,0.03636,0.02488,-0.9120881981652021,-0.8431724761737115,-0.06891572199149065
82721_201710,-0.8131751479894831,21/10/2017,SPD,70,,5,2018.0,0.821,0.691,10.642,0.0,,22,200,1,2023-1,206,4.369,0.485,2.427,-21.359,9.223,0.0,15.049,0.971,2023a,Czech Republic,czech,Freedom and Direct Democracy,NAT,82721,70,2017,201710,0.02030456853,0.005076142132,0.07106598985,7.106598985,0.02427,0.00485,-0.8441731862750227,-0.3905030914604342,-0.4536700948145885
82953_201710,-1.0061023704424512,21/10/2017,Piráti,95,,5,2018.0,0.821,0.691,10.797,0.0,,22,200,1,2023-1,517,1.741,3.482,3.675,-21.083,9.865,0.967,6.383,0.0,2023a,Czech Republic,czech,Czech Pirate Party,SIP,82953,95,2017,201710,0.034,0.034,0.03,3.0,0.03675,0.03482,-0.8299727746979849,-0.6372341244317711,-0.19273865026621384
83411_199903,0.13813457689271225,07/03/1999,K,40,,3,2011.0,0.796,0.623,23.414,0.0,,28,101,1,2023-1,247,0.81,0.405,0.405,16.194,1.619,0.0,17.814,0.0,2023a,Estonia,estonian,Estonian Center Party,LIB,83411,40,1999,199903,0.003802281369,0.003802281369,0.03422053232,3.422053232,0.00405,0.00405,1.0879574512340042,0.8261092046766851,0.2618482465573191
83110_200703,-0.8443970155327989,04/03/2007,EER,10,,3,2011.0,0.796,0.623,7.14,0.0,,6,101,1,2023-1,220,0.0,1.818,17.273,-14.545,5.909,2.273,6.364,1.818,2023a,Estonia,estonian,Estonian Greens,ECO,83110,10,2007,200703,0.1674641148,0.01913875598,0.1722488038,17.22488038,0.17273,0.01818,-0.493587662775262,-0.4304321565882676,-0.06315550618699439
83410_200703,-0.7784525501999138,04/03/2007,SDE,30,,3,2011.0,0.796,0.623,10.06,0.0,,10,101,1,2023-1,715,0.42,0.699,4.895,-9.231,2.378,0.28,18.182,0.28,2023a,Estonia,estonian,Social Democratic Party,SOC,83410,30,2007,200703,0.05106382979,0.005673758865,0.06808510638,6.808510638,0.04895,0.00699,-0.22017828915070553,-0.34609700759553436,0.12591871844482883
83411_200703,-1.4427906242802528,04/03/2007,K,40,,3,2011.0,0.796,0.623,26.08,0.0,,29,101,1,2023-1,391,0.0,0.512,3.581,-29.156,2.302,0.0,26.343,0.0,2023a,Estonia,estonian,Estonian Center Party,LIB,83411,40,2007,200703,0.03579952267,0.00477326969,0.05966587112,5.966587112,0.03581,0.00512,-1.2453348133263336,-1.1957066022186535,-0.04962821110768001
83430_200703,-0.15683366117636943,04/03/2007,ER,40,,3,2011.0,0.796,0.623,27.82,0.0,,31,101,1,2023-1,574,0.871,0.0,5.401,7.143,0.348,2.091,11.324,0.0,2023a,Estonia,estonian,Estonian Reform Party,LIB,83430,40,2007,200703,0.05555555556,0.0,0.04411764706,4.411764706,0.05401,0.0,0.6222765628870227,0.4488798165831436,0.17339674630387913
83611_200703,-0.12347129067045781,04/03/2007,IRL,60,,3,2011.0,0.796,0.623,17.87,0.0,,19,101,4,2023-1,568,4.225,0.0,2.641,5.81,1.056,2.113,11.444,0.528,2023a,Estonia,estonian,Pro Patria and Res Publica Union,CON,83611,60,2007,200703,0.02961672474,0.0,0.05052264808,5.052264808,0.02641,0.0,0.5536926910312578,0.4915463310990135,0.06214635993224432
83612_200703,-0.7225570078237542,04/03/2007,ERL,80,,3,2011.0,0.796,0.623,7.13,0.0,,6,101,1,2023-1,139,1.439,0.0,5.755,-9.353,2.878,0.0,25.899,0.0,2023a,Estonia,estonian,Estonian People’s Union,AGR,83612,80,2007,200703,0.05405405405,0.0,0.06756756757,6.756756757,0.05755,0.0,-0.22645528267388879,-0.2746132390862717,0.048157956412382935
83110_201103,-0.6423082479017896,06/03/2011,EER,10,,3,2011.0,0.796,0.623,3.795,0.0,,0,101,1,2023-1,346,1.734,1.734,8.96,-5.78,0.578,0.867,13.006,0.0,2023a,Estonia,estonian,Estonian Greens,ECO,83110,10,2011,201103,0.09275362319,0.01739130435,0.1043478261,10.43478261,0.0896,0.01734,-0.04262169367115259,-0.17198459405385824,0.12936290038270565
83410_201103,-0.8285335017383275,06/03/2011,SDE,30,,3,2011.0,0.796,0.623,17.093,0.0,,19,101,1,2023-1,619,1.454,0.162,5.977,-8.239,1.939,0.162,16.155,0.162,2023a,Estonia,estonian,Social Democratic Party,SOC,83410,30,2011,201103,0.056726094,0.001620745543,0.1004862237,10.04862237,0.05977,0.00162,-0.1691391286999039,-0.4101446041355849,0.241005475435681
83411_201103,-0.7510684404310677,06/03/2011,K,40,,3,2011.0,0.796,0.623,23.321,0.0,,26,101,1,2023-1,447,0.895,0.224,3.132,-12.975,2.013,0.447,21.7,0.0,2023a,Estonia,estonian,Estonian Center Party,LIB,83411,40,2011,201103,0.02736842105,0.002105263158,0.04421052632,4.421052632,0.03132,0.00224,-0.412809959239215,-0.311075979435991,-0.10173397980322396
83430_201103,-0.22231605670894883,06/03/2011,ER,40,,3,2011.0,0.796,0.623,28.559,0.0,,33,101,1,2023-1,980,0.102,0.0,4.898,3.061,0.918,2.143,9.694,0.0,2023a,Estonia,estonian,Estonian Reform Party,LIB,83430,40,2011,201103,0.04676616915,0.0,0.07661691542,7.661691542,0.04898,0.0,0.4122545336933005,0.36513560005543394,0.04711893363786657
83611_201103,-0.33953413630025864,06/03/2011,IRL,60,,3,2011.0,0.796,0.623,20.521,0.0,,23,101,1,2023-1,461,1.735,0.0,4.338,3.254,2.169,1.735,15.835,0.0,2023a,Estonia,estonian,Pro Patria and Res Publica Union,CON,83611,60,2011,201103,0.04535637149,0.0,0.05831533477,5.831533477,0.04338,0.0,0.4221845316439101,0.2152275803744337,0.2069569512694764
83612_201103,-0.46688224345187024,06/03/2011,ERL,80,,3,2011.0,0.796,0.623,2.118,0.0,,0,101,1,2023-1,251,1.195,0.0,6.773,0.0,1.594,0.0,13.147,0.0,2023a,Estonia,estonian,Estonian People’s Union,AGR,83612,80,2011,201103,0.0703125,0.0,0.0390625,3.90625,0.06773,0.0,0.25476373718130063,0.05236445704241465,0.20239928013888597
83410_201503,-0.8970850215723996,01/03/2015,SDE,30,,5,2015.0,0.88,0.72,15.186,0.0,,15,101,1,2023-1,941,0.213,1.594,3.932,-11.69,2.444,1.169,16.897,0.0,2023a,Estonia,estonian,Social Democratic Party,SOC,83410,30,2015,201503,0.03878406709,0.01153039832,0.0786163522,7.86163522,0.03932,0.01594,-0.3466957241794568,-0.49781386659303273,0.1511181424135759
83411_201503,-1.0687685511565874,01/03/2015,K,40,,5,2015.0,0.88,0.72,24.812,0.0,,27,101,1,2023-1,653,0.306,0.153,4.594,-21.746,1.531,0.153,24.043,0.459,2023a,Estonia,estonian,Estonian Center Party,LIB,83411,40,2015,201503,0.04296296296,0.001481481481,0.05333333333,5.333333333,0.04594,0.00153,-0.8640846329428252,-0.7173767362590706,-0.1467078966837546
83430_201503,-0.3147136868372735,01/03/2015,ER,40,,5,2015.0,0.88,0.72,27.688,0.0,,30,101,1,2023-1,1098,0.455,0.364,5.556,0.546,0.455,2.823,7.832,0.364,2023a,Estonia,estonian,Estonian Reform Party,LIB,83430,40,2015,201503,0.05178571429,0.003571428571,0.04732142857,4.732142857,0.05556,0.00364,0.28285585573587496,0.24696999109777312,0.03588586463810184
83440_201503,-0.5562210326913632,01/03/2015,EVA,60,,5,2015.0,0.88,0.72,8.688,0.0,,8,101,6,2023-1,737,1.085,1.493,1.764,-7.327,3.392,2.307,19.946,0.95,2023a,Estonia,estonian,Free Party,CON,83440,60,2015,201503,0.0173564753,0.005340453939,0.05874499332,5.874499332,0.01764,0.01493,-0.12221602957577976,-0.061889257250508596,-0.060326772325271165
83611_201503,-0.08122699359448404,01/03/2015,IRL,60,,5,2015.0,0.88,0.72,13.7,0.0,,14,101,1,2023-1,1408,0.284,1.42,2.202,9.304,0.0,4.048,17.401,0.142,2023a,Estonia,estonian,Pro Patria and Res Publica Union,CON,83611,60,2015,201503,0.01900882553,0.01289884589,0.05906313646,5.906313646,0.02202,0.0142,0.7334616694739001,0.5455717761460128,0.1878898933278873
83720_201503,0.12545317543324597,01/03/2015,EKRE,70,,5,2015.0,0.88,0.72,8.146,0.0,,7,101,1,2023-1,445,0.449,0.899,3.82,12.809,1.348,0.899,6.517,1.348,2023a,Estonia,estonian,Conservative People's Party of Estonia,NAT,83720,70,2015,201503,0.03370786517,0.01123595506,0.04269662921,4.269662921,0.0382,0.00899,0.9137966063489603,0.8098911964462443,0.10390540990271602
83410_201903,-1.042457792138829,03/03/2019,SDE,30,,5,2021.0,0.891,0.909,9.833,0.0,,10,101,1,2023-1,1147,0.262,6.713,6.19,-13.426,0.785,1.569,22.058,0.087,2023a,Estonia,estonian,Social Democratic Party,SOC,83410,30,2019,201903,0.06036745407,0.05861767279,0.05511811024,5.511811024,0.0619,0.06713,-0.4360142549683597,-0.683728396391979,0.2477141414236193
83411_201903,-0.7234454101979724,03/03/2019,K,40,,5,2021.0,0.891,0.909,23.099,0.0,,26,101,1,2023-1,889,0.0,3.262,4.387,-8.324,1.912,0.562,20.472,0.112,2023a,Estonia,estonian,Estonian Center Party,LIB,83411,40,2019,201903,0.04124860647,0.02898550725,0.05128205128,5.128205128,0.04387,0.03262,-0.17351244385949877,-0.27574940034282264,0.10223695648332387
83430_201903,-0.49034885566310216,03/03/2019,ER,40,,5,2021.0,0.891,0.909,28.934,0.0,,34,101,1,2023-1,877,0.228,4.789,4.105,-2.623,1.254,4.561,13.683,0.456,2023a,Estonia,estonian,Estonian Reform Party,LIB,83430,40,2019,201903,0.03981797497,0.04550625711,0.04664391354,4.664391354,0.04105,0.04789,0.11980837643286035,0.022353443575268958,0.0974549328575914
83611_201903,0.2270530416172969,03/03/2019,,60,,5,2021.0,0.891,0.909,11.444,0.0,,12,101,1,2023-1,866,0.0,2.771,1.848,17.667,1.501,7.621,12.24,0.462,2023a,Estonia,estonian,Pro Patria,CON,83611,60,2019,201903,0.01734104046,0.02543352601,0.05549132948,5.549132948,0.01848,0.02771,1.1637444304114548,0.9398253737728863,0.22391905663856848
83720_201903,0.48987138618099646,03/03/2019,EKRE,70,,5,2021.0,0.891,0.909,17.762,0.0,,19,101,1,2023-1,330,0.0,1.515,3.333,31.818,2.121,3.333,10.606,0.606,2023a,Estonia,estonian,Conservative People's Party of Estonia,NAT,83720,70,2019,201903,0.02719033233,0.01510574018,0.06344410876,6.344410876,0.03333,0.01515,1.8918242283341304,1.275938861613237,0.6158853667208934
86320_199405,-0.6703122149530865,08/05/1994,MSzDP,30,,3,2011.0,0.81,,0.6,0.0,,0,386,1,2023-1,516,0.194,0.581,1.938,-15.891,4.264,3.876,15.891,0.581,2023a,Hungary,hungarian,Hungarian Social Democratic Party,SOC,86320,30,1994,199405,0.01879699248,0.005639097744,0.01691729323,1.691729323,0.01938,0.00581,-0.5628403945966118,-0.20779834615173098,-0.35504204844488085
86522_199805,-0.4041910997733238,10/05/1998,KDNP,50,,3,2011.0,0.81,,2.339,0.0,,0,386,1,2023-1,1213,0.0,0.33,3.545,-4.287,5.853,1.401,15.499,0.082,2023a,Hungary,hungarian,Christian Democratic People’s Party,CHR,86522,50,1998,199805,0.03551251009,0.003228410008,0.02986279257,2.986279257,0.03545,0.0033,0.03419430083796727,0.1325389935401503,-0.09834469270218305
86220_200204,-0.8696163718168886,07/04/2002,MSzP,30,,1,2002.0,0.841,,42.053,0.0,,178,386,1,2023-1,104,1.923,0.0,0.962,-14.423,0.0,0.962,25.0,0.962,2023a,Hungary,hungarian,Hungarian Socialist Party,SOC,86220,30,2002,200204,0.009090909091,0.0,0.0,0.0,0.00962,0.0,-0.4873106692520787,-0.46268472181846737,-0.02462594743361135
86422_200204,-0.0903246503956705,07/04/2002,SzDSz,40,,3,2013.0,0.81,,5.574,0.0,,19,386,1,2023-1,6261,0.096,0.032,3.53,0.623,2.683,5.686,20.188,0.08,2023a,Hungary,hungarian,Alliance of Free Democrats,LIB,86422,40,2002,200204,0.03329817689,0.000452011451,0.01235497966,1.235497966,0.0353,0.00032,0.2868175647628021,0.5339369522386576,-0.24711938747585543
86810_200204,0.0967592621878417,07/04/2002,FKgP,80,,3,2011.0,0.81,,1.2,0.0,,0,386,1,2023-1,158,1.899,0.0,0.0,6.329,0.0,1.266,7.595,0.0,2023a,Hungary,hungarian,Independent Smallholders’ Party,AGR,86810,80,2002,200204,0.0,0.0,0.006024096386,0.6024096386,0.0,0.0,0.5803956388880787,0.773195085005805,-0.19279944611772637
86220_200604,-0.19695547450655493,09/04/2006,MSzP,30,,3,2011.0,0.812,,48.19,0.0,,190,386,1,2023-1,681,0.0,0.0,2.496,1.175,0.881,2.349,24.523,0.0,2023a,Hungary,hungarian,Hungarian Socialist Party,SOC,86220,30,2006,200604,0.02552552553,0.0,0.006006006006,0.6006006006,0.02496,0.0,0.31521838791687723,0.3975687764832786,-0.08235038856640137
86421_200604,-0.6691453311454794,09/04/2006,FiDeSz-MPSz-KDNP,60,,3,2011.0,0.812,,42.49,0.0,,164,386,4,2023-1,733,0.0,0.0,3.274,-12.278,10.641,0.955,18.554,0.0,2023a,Hungary,hungarian,Alliance of Federation of Young Democrats - Hungarian Civic Union - Christian Democratic People's Party,CON,86421,60,2006,200604,0.03034482759,0.0,0.03172413793,3.172413793,0.03274,0.0,-0.37694877493053686,-0.20630604017464882,-0.17064273475588804
86521_200604,0.14960618173741658,09/04/2006,MDF,50,,3,2011.0,0.812,,2.85,0.0,,11,386,1,2023-1,923,0.108,0.217,4.659,11.159,7.367,7.476,8.667,0.217,2023a,Hungary,hungarian,Hungarian Democratic Forum,CHR,86521,50,2006,200604,0.04471101418,0.002181025082,0.0294438386,2.94438386,0.04659,0.00217,0.8289028414862358,0.8407800265399029,-0.011877185053667083
86110_201004,-1.1428517791634745,11/04/2010,LMP,10,,3,2011.0,0.812,,4.15,0.0,,16,386,1,2023-1,4280,0.023,4.042,14.089,-19.883,7.804,3.271,22.313,0.164,2023a,Hungary,hungarian,Politics Can Be Different,ECO,86110,10,2010,201004,0.1459664064,0.04234681807,0.06860657677,6.860657677,0.14089,0.04042,-0.7682318547978217,-0.8121203973121203,0.04388854251429852
86220_201004,-0.7930721750841725,11/04/2010,MSzP,30,,3,2011.0,0.812,,15.28,0.0,,59,386,1,2023-1,1500,0.0,0.6,2.867,-15.2,5.133,2.267,22.4,0.2,2023a,Hungary,hungarian,Hungarian Socialist Party,SOC,86220,30,2010,201004,0.02469959947,0.006675567423,0.04606141522,4.606141522,0.02867,0.006,-0.5272879148874344,-0.3647937736790556,-0.16249414120837885
86320_201004,-1.1767627830923555,11/04/2010,MSzDP,30,,3,2011.0,0.81,,0.08,0.0,,0,386,1,2023-1,53,0.0,0.0,7.547,-22.642,0.0,0.0,22.642,0.0,2023a,Hungary,hungarian,Hungarian Social Democratic Party,SOC,86320,30,2010,201004,0.09090909091,0.0,0.02272727273,2.272727273,0.07547,0.0,-0.9101845198016139,-0.8554885488984396,-0.05469597090317424
86421_201004,-0.3270762157560556,11/04/2010,FiDeSz-MPSz-KDNP,60,,3,2011.0,0.812,,67.88,0.0,,263,386,8,2023-1,1031,0.0,0.097,0.582,-4.462,11.93,0.776,24.054,0.0,2023a,Hungary,hungarian,Alliance of Federation of Young Democrats - Hungarian Civic Union - Christian Democratic People's Party,CON,86421,60,2010,201004,0.004655493482,0.0009310986965,0.01210428305,1.210428305,0.00582,0.00097,0.025190416685860126,0.23115978302300175,-0.20596936633714164
86710_201004,0.2647453411960212,11/04/2010,Jobbik,70,,3,2011.0,0.812,,12.18,0.0,,47,386,1,2023-1,2722,0.0,0.735,3.306,14.328,4.666,1.58,8.45,0.22,2023a,Hungary,hungarian,Movement for a Better Hungary,NAT,86710,70,2010,201004,0.03074910043,0.006869479882,0.02976774616,2.976774616,0.03306,0.00735,0.9919503207892504,0.988029353967495,0.003920966821755356
86110_201404,-0.7533900373035607,06/04/2014,LMP,10,,5,2015.0,0.909,0.696,5.273,0.0,,5,199,1,2023-1,2223,0.63,2.744,12.191,-10.706,9.987,1.35,15.655,0.0,2023a,Hungary,hungarian,Politics Can Be Different,ECO,86110,10,2014,201404,0.1182745826,0.0245825603,0.07745825603,7.745825603,0.12191,0.02744,-0.2960681698613229,-0.3140450264538781,0.017976856592555213
86220_201404,-0.7066984812711024,06/04/2014,MSzP,30,,5,2015.0,0.909,0.696,19.88,1.0,,29,199,1,2023-1,1777,0.563,0.281,1.238,-12.887,4.389,1.013,25.492,0.0,2023a,Hungary,hungarian,Hungarian Socialist Party,SOC,86220,30,2014,201404,0.01131861913,0.003395585739,0.01245048104,1.245048104,0.01238,0.00281,-0.40828229177986974,-0.25433206472430203,-0.1539502270555677
86221_201404,-0.4048643616008718,06/04/2014,DK,20,,5,2015.0,0.909,0.696,2.742,1.0,,4,199,1,2023-1,2309,0.736,0.26,3.032,-6.496,3.508,3.465,20.442,0.433,2023a,Hungary,hungarian,Democratic Coalition,LEF,86221,20,2014,201404,0.03026427962,0.002131287298,0.03282182438,3.282182438,0.03032,0.0026,-0.0794604425449167,0.13167797152335542,-0.2111384140682721
86340_201404,-0.2987512552811582,06/04/2014,E14-PM,20,,5,2015.0,0.909,0.696,2.057,1.0,,3,199,1,2023-1,1648,0.789,0.182,2.124,0.607,3.034,3.58,19.235,0.0,2023a,Hungary,hungarian,Together 2014 -Dialogue for Hungary Electoral Alliance,LEF,86340,20,2014,201404,0.02004860267,0.001822600243,0.01883353584,1.883353584,0.02124,0.00182,0.2859943524974666,0.2673840476342202,0.018610304863246385
86421_201404,0.772348199942182,06/04/2014,FiDeSz-MPSz-KDNP,60,,5,2015.0,0.909,0.696,44.63,0.0,,133,199,9,2023-1,353,5.949,0.0,0.0,35.411,7.649,6.232,3.966,0.0,2023a,Hungary,hungarian,Alliance of Federation of Young Democrats - Hungarian Civic Union - Christian Democratic People's Party,CON,86421,60,2014,201404,0.0,0.0,0.005952380952,0.5952380952,0.0,0.0,2.0766868326685364,1.6371931997185798,0.4394936329499566
86710_201404,-0.31062940300677866,06/04/2014,Jobbik,70,,5,2015.0,0.909,0.696,20.583,0.0,,23,199,1,2023-1,4847,0.351,0.144,2.909,-7.324,8.438,1.114,10.151,0.289,2023a,Hungary,hungarian,Movement for a Better Hungary,NAT,86710,70,2014,201404,0.02669404517,0.001642710472,0.04661190965,4.661190965,0.02909,0.00144,-0.12206167727602935,0.2521933056494134,-0.37425498292544274
86110_201804,-1.1590112281858787,08/04/2018,LMP,10,,5,2020.0,0.716,0.719,7.055,0.0,,8,199,1,2023-1,1354,0.222,4.357,9.527,-20.089,4.431,1.551,13.737,0.0,2023a,Hungary,hungarian,Politics Can Be Different,ECO,86110,10,2018,201804,0.09146341463,0.03887195122,0.05487804878,5.487804878,0.09527,0.04357,-0.7788307127140164,-0.8327864158182303,0.05395570310421394
86111_201804,-1.3996469302509809,08/04/2018,PM,20,,5,2020.0,0.716,0.719,1.787,1.0,,3,199,1,2023-1,1509,0.0,2.319,5.368,-36.05,6.826,1.392,31.412,0.0,2023a,Hungary,hungarian,Dialogue for Hungary,LEF,86111,20,2018,201804,0.05427408412,0.02306648575,0.05291723202,5.291723202,0.05368,0.02319,-1.6000363981527717,-1.1405309351526096,-0.45950546300016204
86220_201804,-0.9742914493783568,08/04/2018,MSzP,30,,5,2020.0,0.716,0.719,10.124,1.0,,17,199,1,2023-1,671,0.298,1.49,2.683,-19.821,2.832,0.447,27.124,0.447,2023a,Hungary,hungarian,Hungarian Socialist Party,SOC,86220,30,2018,201804,0.02619414484,0.01232665639,0.02157164869,2.157164869,0.02683,0.0149,-0.7650419072696467,-0.5965517297229215,-0.16849017754672524
86221_201804,-0.6727448268623055,08/04/2018,DK,20,,5,2020.0,0.716,0.719,5.376,0.0,,9,199,1,2023-1,2538,0.236,1.34,2.364,-12.648,3.27,2.522,18.125,0.158,2023a,Hungary,hungarian,Democratic Coalition,LEF,86221,20,2018,201804,0.02186468647,0.009075907591,0.02640264026,2.640264026,0.02364,0.0134,-0.39598555856642054,-0.2109093682332639,-0.18507619033315664
